year,population,murder,rape,robbery,Aggravated Assault,Breaking & Entering,larceny_theft,Motor Vehicle Theft,grand_total,violent_crime_total,violent_crime_percent,property_crime_totals,property_crime_percent,overall_crime_rate_per_100_000_people,violent_crime_rate_per_100_000_people,property_crime_rate_per_100_000_people,murder_per_100_000_people,rape_per_100_000_people,robbery_per_100_000_people,agg_assault_per_100_000_people,b_e_per_100_000_people,larceny_theft_per_100_000_people,m_v_theft_per_100_000_people
1995,36329,0,15,8,57,160,562,60,862,80,9.3,782,90.7,2372.8,220.2,2152.6,0.0,41.3,22.0,156.9,440.4,1547.0,165.2
2001,87492,4,12,12,294,374,1110,68,1874,322,17.2,1552,82.8,2141.9,368.0,1773.9,4.6,13.7,13.7,336.0,427.5,1268.7,77.7
2016,102475,5,25,148,321,542,2366,96,3503,499,14.2,3004,85.8,3418.4,486.9,2931.4,4.9,24.4,144.4,313.2,528.9,2308.9,93.7
1991,703563,24,278,2151,5221,8308,24893,5913,46788,7674,16.4,39114,83.6,6650.2,1090.7,5559.4,3.4,39.5,305.7,742.1,1180.8,3538.1,840.4
2015,313717,2,69,226,426,787,4321,208,6039,723,12.0,5316,88.0,1925.0,230.5,1694.5,0.6,22.0,72.0,135.8,250.9,1377.4,66.3
1993,18550,0,5,9,71,155,278,23,541,85,15.7,456,84.3,2916.4,458.2,2458.2,0.0,27.0,48.5,382.7,835.6,1498.7,124.0
1986,107514,0,25,35,272,640,1510,126,2608,332,12.7,2276,87.3,2425.7,308.8,2116.9,0.0,23.3,32.6,253.0,595.3,1404.5,117.2
2002,255406,7,38,218,210,1294,5469,619,7855,473,6.0,7382,94.0,3075.5,185.2,2890.3,2.7,14.9,85.4,82.2,506.6,2141.3,242.4
2016,19592,0,3,14,24,89,158,6,294,41,13.9,253,86.1,1500.6,209.3,1291.3,0.0,15.3,71.5,122.5,454.3,806.5,30.6
1980,59799,3,14,23,149,542,1229,69,2029,189,9.3,1840,90.7,3393.0,316.1,3077.0,5.0,23.4,38.5,249.2,906.4,2055.2,115.4
1992,186946,6,45,116,436,1435,3666,349,6053,603,10.0,5450,90.0,3237.8,322.6,2915.3,3.2,24.1,62.1,233.2,767.6,1961.0,186.7
1990,75974,1,22,45,381,735,1321,121,2626,449,17.1,2177,82.9,3456.4,591.0,2865.5,1.3,29.0,59.2,501.5,967.4,1738.8,159.3
1992,76925,1,12,16,333,483,1749,97,2691,362,13.5,2329,86.5,3498.2,470.6,3027.6,1.3,15.6,20.8,432.9,627.9,2273.6,126.1
2010,639927,223,266,3361,5502,7646,16626,4421,38045,9352,24.6,28693,75.4,5945.2,1461.4,4483.8,34.8,41.6,525.2,859.8,1194.8,2598.1,690.9
1975,53726,2,18,27,185,836,1180,145,2393,232,9.7,2161,90.3,4454.1,431.8,4022.3,3.7,33.5,50.3,344.3,1556.0,2196.3,269.9
2000,29772,0,12,10,195,205,512,44,978,217,22.2,761,77.8,3285.0,728.9,2556.1,0.0,40.3,33.6,655.0,688.6,1719.7,147.8
1982,25963,2,6,12,76,211,424,29,760,96,12.6,664,87.4,2927.2,369.8,2557.5,7.7,23.1,46.2,292.7,812.7,1633.1,111.7
2003,49082,0,23,63,346,360,1798,93,2683,432,16.1,2251,83.9,5466.4,880.2,4586.2,0.0,46.9,128.4,704.9,733.5,3663.3,189.5
1981,34871,4,12,6,119,372,712,42,1267,141,11.1,1126,88.9,3633.4,404.3,3229.0,11.5,34.4,17.2,341.3,1066.8,2041.8,120.4
1998,662253,315,470,7718,7605,13279,36853,7375,73615,16108,21.9,57507,78.1,11115.8,2432.3,8683.5,47.6,71.0,1165.4,1148.4,2005.1,5564.8,1113.6
1997,39694,2,29,45,267,366,1965,93,2767,343,12.4,2424,87.6,6970.8,864.1,6106.7,5.0,73.1,113.4,672.6,922.1,4950.4,234.3
1975,57261,4,11,43,95,543,1218,109,2023,153,7.6,1870,92.4,3532.9,267.2,3265.7,7.0,19.2,75.1,165.9,948.3,2127.1,190.4
1983,121601,1,21,110,269,1262,3749,332,5744,401,7.0,5343,93.0,4723.6,329.8,4393.9,0.8,17.3,90.5,221.2,1037.8,3083.0,273.0
2017,834727,35,326,1536,3166,3128,18178,2029,28398,5063,17.8,23335,82.2,3402.1,606.5,2795.5,4.2,39.1,184.0,379.3,374.7,2177.7,243.1
2000,150897,1,36,58,338,655,2275,142,3505,433,12.4,3072,87.6,2322.8,287.0,2035.8,0.7,23.9,38.4,224.0,434.1,1507.7,94.1
2007,99909,1,15,45,266,616,1605,128,2676,327,12.2,2349,87.8,2678.4,327.3,2351.1,1.0,15.0,45.0,266.2,616.6,1606.5,128.1
2000,24747,0,18,16,90,193,402,35,754,124,16.4,630,83.6,3046.8,501.1,2545.8,0.0,72.7,64.7,363.7,779.9,1624.4,141.4
2013,26226,2,8,14,47,126,371,17,585,71,12.1,514,87.9,2230.6,270.7,1959.9,7.6,30.5,53.4,179.2,480.4,1414.6,64.8
2013,48932,2,5,22,87,247,576,22,961,116,12.1,845,87.9,1963.9,237.1,1726.9,4.1,10.2,45.0,177.8,504.8,1177.1,45.0
1989,32500,1,10,9,94,212,479,29,834,114,13.7,720,86.3,2566.2,350.8,2215.4,3.1,30.8,27.7,289.2,652.3,1473.8,89.2
1986,27553,1,11,2,85,226,260,31,616,99,16.1,517,83.9,2235.7,359.3,1876.4,3.6,39.9,7.3,308.5,820.2,943.6,112.5
1979,67202,4,12,35,233,704,2093,173,3254,284,8.7,2970,91.3,4842.1,422.6,4419.5,6.0,17.9,52.1,346.7,1047.6,3114.5,257.4
2016,71622,5,16,65,159,388,1642,44,2319,245,10.6,2074,89.4,3237.8,342.1,2895.8,7.0,22.3,90.8,222.0,541.7,2292.6,61.4
1991,152673,2,39,86,667,868,3062,215,4939,794,16.1,4145,83.9,3235.0,520.1,2715.0,1.3,25.5,56.3,436.9,568.5,2005.6,140.8
1994,717879,31,288,2180,4761,7353,24678,6289,45580,7260,15.9,38320,84.1,6349.3,1011.3,5337.9,4.3,40.1,303.7,663.2,1024.3,3437.6,876.1
1991,77221,6,31,50,332,958,1447,86,2910,419,14.4,2491,85.6,3768.4,542.6,3225.8,7.8,40.1,64.7,429.9,1240.6,1873.8,111.4
2008,787558,31,152,1730,3018,4448,19661,2940,31980,4931,15.4,27049,84.6,4060.7,626.1,3434.5,3.9,19.3,219.7,383.2,564.8,2496.5,373.3
1991,76175,1,20,15,282,511,1580,60,2469,318,12.9,2151,87.1,3241.2,417.5,2823.8,1.3,26.3,19.7,370.2,670.8,2074.2,78.8
1980,26502,1,1,5,35,210,389,34,675,42,6.2,633,93.8,2547.0,158.5,2388.5,3.8,3.8,18.9,132.1,792.4,1467.8,128.3
1977,347538,16,118,396,656,5091,10783,1436,18496,1186,6.4,17310,93.6,5322.0,341.3,4980.8,4.6,34.0,113.9,188.8,1464.9,3102.7,413.2
1982,34904,2,6,5,129,306,584,42,1074,142,13.2,932,86.8,3077.0,406.8,2670.2,5.7,17.2,14.3,369.6,876.7,1673.2,120.3
2008,145781,3,15,116,308,701,2234,246,3623,442,12.2,3181,87.8,2485.2,303.2,2182.0,2.1,10.3,79.6,211.3,480.9,1532.4,168.7
1984,27369,0,3,2,49,192,348,24,618,54,8.7,564,91.3,2258.0,197.3,2060.7,0.0,11.0,7.3,179.0,701.5,1271.5,87.7
2018,51304,0,12,24,88,215,1178,34,1551,124,8.0,1427,92.0,3023.2,241.7,2781.5,0.0,23.4,46.8,171.5,419.1,2296.1,66.3
2014,48773,0,7,21,81,196,540,18,863,109,12.6,754,87.4,1769.4,223.5,1545.9,0.0,14.4,43.1,166.1,401.9,1107.2,36.9
1995,172506,4,40,141,555,812,3222,267,5041,740,14.7,4301,85.3,2922.2,429.0,2493.2,2.3,23.2,81.7,321.7,470.7,1867.8,154.8
1982,97748,1,16,24,217,548,1561,92,2459,258,10.5,2201,89.5,2515.7,263.9,2251.7,1.0,16.4,24.6,222.0,560.6,1597.0,94.1
2006,25916,2,4,18,103,270,577,37,1011,127,12.6,884,87.4,3901.1,490.0,3411.0,7.7,15.4,69.5,397.4,1041.8,2226.4,142.8
1979,23836,0,7,9,54,221,364,24,679,70,10.3,609,89.7,2848.6,293.7,2555.0,0.0,29.4,37.8,226.5,927.2,1527.1,100.7
2016,90403,1,14,15,110,238,905,41,1324,140,10.6,1184,89.4,1464.6,154.9,1309.7,1.1,15.5,16.6,121.7,263.3,1001.1,45.4
2001,76043,1,22,29,268,426,1805,119,2670,320,12.0,2350,88.0,3511.2,420.8,3090.4,1.3,28.9,38.1,352.4,560.2,2373.7,156.5
1987,27637,5,8,16,113,215,635,33,1025,142,13.9,883,86.1,3708.8,513.8,3195.0,18.1,28.9,57.9,408.9,777.9,2297.6,119.4
1998,30134,2,9,21,157,203,612,37,1041,189,18.2,852,81.8,3454.6,627.2,2827.4,6.6,29.9,69.7,521.0,673.7,2030.9,122.8
1991,35600,2,18,33,254,624,2047,121,3099,307,9.9,2792,90.1,8705.1,862.4,7842.7,5.6,50.6,92.7,713.5,1752.8,5750.0,339.9
2017,102783,3,15,69,235,479,1549,143,2493,322,12.9,2171,87.1,2425.5,313.3,2112.2,2.9,14.6,67.1,228.6,466.0,1507.1,139.1
2020,92622,1,15,13,111,99,574,53,866,140,16.2,726,83.8,935.0,151.2,783.8,1.1,16.2,14.0,119.8,106.9,619.7,57.2
2012,75413,3,22,42,201,571,1904,67,2810,268,9.5,2542,90.5,3726.1,355.4,3370.8,4.0,29.2,55.7,266.5,757.2,2524.8,88.8
2000,19197,0,3,14,41,141,196,13,408,58,14.2,350,85.8,2125.3,302.1,1823.2,0.0,15.6,72.9,213.6,734.5,1021.0,67.7
1988,702944,101,420,2856,3532,10190,22538,10035,49672,6909,13.9,42763,86.1,7066.3,982.9,6083.4,14.4,59.7,406.3,502.5,1449.6,3206.2,1427.6
2004,50047,0,21,42,338,321,1725,92,2539,401,15.8,2138,84.2,5073.2,801.2,4272.0,0.0,42.0,83.9,675.4,641.4,3446.8,183.8
1981,73530,2,19,47,242,675,2231,144,3360,310,9.2,3050,90.8,4569.6,421.6,4148.0,2.7,25.8,63.9,329.1,918.0,3034.1,195.8
1984,122120,6,20,76,443,898,2344,173,3960,545,13.8,3415,86.2,3242.7,446.3,2796.4,4.9,16.4,62.2,362.8,735.3,1919.4,141.7
2005,49347,2,25,59,337,427,1581,101,2532,423,16.7,2109,83.3,5131.0,857.2,4273.8,4.1,50.7,119.6,682.9,865.3,3203.8,204.7
2018,19116,0,5,5,17,37,108,2,174,27,15.5,147,84.5,910.2,141.2,769.0,0.0,26.2,26.2,88.9,193.6,565.0,10.5
2020,150927,8,49,84,336,362,1277,133,2249,477,21.2,1772,78.8,1490.1,316.0,1174.1,5.3,32.5,55.7,222.6,239.9,846.1,88.1
1988,19970,1,5,10,100,283,269,28,696,116,16.7,580,83.3,3485.2,580.9,2904.4,5.0,25.0,50.1,500.8,1417.1,1347.0,140.2
2016,25481,2,17,16,80,145,332,15,607,115,18.9,492,81.1,2382.2,451.3,1930.9,7.8,66.7,62.8,314.0,569.1,1302.9,58.9
1985,39686,2,11,10,161,355,586,46,1171,184,15.7,987,84.3,2950.7,463.6,2487.0,5.0,27.7,25.2,405.7,894.5,1476.6,115.9
2005,89458,4,34,211,674,1080,2846,205,5054,923,18.3,4131,81.7,5649.6,1031.8,4617.8,4.5,38.0,235.9,753.4,1207.3,3181.4,229.2
1989,73125,9,42,109,550,896,2171,166,3943,710,18.0,3233,82.0,5392.1,970.9,4421.2,12.3,57.4,149.1,752.1,1225.3,2968.9,227.0
2018,252641,3,57,103,370,364,2519,107,3523,533,15.1,2990,84.9,1394.5,211.0,1183.5,1.2,22.6,40.8,146.5,144.1,997.1,42.4
2006,48884,2,20,42,284,424,1794,106,2672,348,13.0,2324,87.0,5466.0,711.9,4754.1,4.1,40.9,85.9,581.0,867.4,3669.9,216.8
1996,128265,1,23,88,318,698,2251,222,3601,430,11.9,3171,88.1,2807.5,335.2,2472.2,0.8,17.9,68.6,247.9,544.2,1755.0,173.1
2002,225262,5,45,237,554,1150,4477,438,6906,841,12.2,6065,87.8,3065.8,373.3,2692.4,2.2,20.0,105.2,245.9,510.5,1987.5,194.4
1997,724348,23,256,2482,4572,7266,25894,4185,44678,7333,16.4,37345,83.6,6168.0,1012.4,5155.7,3.2,35.3,342.7,631.2,1003.1,3574.8,577.8
2011,20388,0,3,9,53,165,209,16,455,65,14.3,390,85.7,2231.7,318.8,1912.9,0.0,14.7,44.1,260.0,809.3,1025.1,78.5
2003,87121,1,32,172,518,958,2407,144,4232,723,17.1,3509,82.9,4857.6,829.9,4027.7,1.1,36.7,197.4,594.6,1099.6,2762.8,165.3
1999,727051,30,190,1708,4171,6194,20975,2953,36221,6099,16.8,30122,83.2,4981.9,838.9,4143.0,4.1,26.1,234.9,573.7,851.9,2884.9,406.2
1990,757027,25,204,863,1106,4973,20295,3023,30489,2198,7.2,28291,92.8,4027.5,290.3,3737.1,3.3,26.9,114.0,146.1,656.9,2680.9,399.3
1977,60281,10,12,39,102,777,1828,129,2897,163,5.6,2734,94.4,4805.8,270.4,4535.4,16.6,19.9,64.7,169.2,1289.0,3032.5,214.0
1989,700068,33,225,1810,5240,8468,21519,4480,41775,7308,17.5,34467,82.5,5967.3,1043.9,4923.4,4.7,32.1,258.5,748.5,1209.6,3073.8,639.9
2009,48088,0,12,9,96,206,681,30,1034,117,11.3,917,88.7,2150.2,243.3,1906.9,0.0,25.0,18.7,199.6,428.4,1416.2,62.4
2012,26593,3,9,9,54,147,338,9,569,75,13.2,494,86.8,2139.7,282.0,1857.6,11.3,33.8,33.8,203.1,552.8,1271.0,33.8
2003,90882,1,14,38,268,457,1289,127,2194,321,14.6,1873,85.4,2414.1,353.2,2060.9,1.1,15.4,41.8,294.9,502.8,1418.3,139.7
1994,739180,321,639,11303,8748,16026,43636,13603,94276,21011,22.3,73265,77.7,12754.1,2842.5,9911.7,43.4,86.4,1529.1,1183.5,2168.1,5903.3,1840.3
2017,91587,2,12,14,79,151,743,57,1058,107,10.1,951,89.9,1155.2,116.8,1038.4,2.2,13.1,15.3,86.3,164.9,811.3,62.2
2016,48839,0,7,14,95,131,456,17,720,116,16.1,604,83.9,1474.2,237.5,1236.7,0.0,14.3,28.7,194.5,268.2,933.7,34.8
1986,783542,240,660,8008,6369,14388,30796,6884,67345,15277,22.7,52068,77.3,8594.9,1949.7,6645.2,30.6,84.2,1022.0,812.8,1836.3,3930.4,878.6
1982,31079,3,4,22,135,366,914,46,1490,164,11.0,1326,89.0,4794.2,527.7,4266.5,9.7,12.9,70.8,434.4,1177.6,2940.9,148.0
1980,30549,6,6,15,142,347,842,53,1411,169,12.0,1242,88.0,4618.8,553.2,4065.6,19.6,19.6,49.1,464.8,1135.9,2756.2,173.5
1997,81735,3,32,54,250,619,1838,104,2900,339,11.7,2561,88.3,3548.1,414.8,3133.3,3.7,39.2,66.1,305.9,757.3,2248.7,127.2
2009,243988,4,60,228,592,809,3482,251,5426,884,16.3,4542,83.7,2223.9,362.3,1861.6,1.6,24.6,93.4,242.6,331.6,1427.1,102.9
1985,27063,3,7,15,96,256,509,36,922,121,13.1,801,86.9,3406.9,447.1,2959.8,11.1,25.9,55.4,354.7,945.9,1880.8,133.0
2003,19795,0,7,10,61,77,196,21,372,78,21.0,294,79.0,1879.3,394.0,1485.2,0.0,35.4,50.5,308.2,389.0,990.1,106.1
2002,671028,253,179,4764,8667,8814,27301,6572,56550,13863,24.5,42687,75.5,8427.4,2065.9,6361.4,37.7,26.7,710.0,1291.6,1313.5,4068.5,979.4
1982,376525,19,83,420,844,4614,11667,1128,18775,1366,7.3,17409,92.7,4986.4,362.8,4623.6,5.0,22.0,111.5,224.2,1225.4,3098.6,299.6
1988,692703,24,194,1661,4714,8703,24059,4606,43961,6593,15.0,37368,85.0,6346.3,951.8,5394.5,3.5,28.0,239.8,680.5,1256.4,3473.2,664.9
2010,145349,2,35,171,505,707,2715,290,4425,713,16.1,3712,83.9,3044.4,490.5,2553.9,1.4,24.1,117.6,347.4,486.4,1867.9,199.5
2019,51606,0,12,24,94,186,1086,30,1432,130,9.1,1302,90.9,2774.9,251.9,2523.0,0.0,23.3,46.5,182.1,360.4,2104.4,58.1
1998,69972,0,16,12,220,340,973,69,1630,248,15.2,1382,84.8,2329.5,354.4,1975.1,0.0,22.9,17.1,314.4,485.9,1390.6,98.6
1989,17266,2,3,6,36,108,237,22,414,47,11.4,367,88.6,2397.8,272.2,2125.6,11.6,17.4,34.8,208.5,625.5,1372.6,127.4
2013,149938,6,18,121,243,785,2153,166,3492,388,11.1,3104,88.9,2329.0,258.8,2070.2,4.0,12.0,80.7,162.1,523.5,1435.9,110.7
2011,106148,1,23,61,186,712,1841,133,2957,271,9.2,2686,90.8,2785.7,255.3,2530.4,0.9,21.7,57.5,175.2,670.8,1734.4,125.3
1983,82605,5,9,19,89,347,1412,67,1948,122,6.3,1826,93.7,2358.2,147.7,2210.5,6.1,10.9,23.0,107.7,420.1,1709.3,81.1
2014,38020,0,7,16,78,161,617,21,900,101,11.2,799,88.8,2367.2,265.6,2101.5,0.0,18.4,42.1,205.2,423.5,1622.8,55.2
2011,75799,6,30,62,153,608,1866,43,2768,251,9.1,2517,90.9,3651.8,331.1,3320.6,7.9,39.6,81.8,201.8,802.1,2461.8,56.7
2013,32578,0,6,36,108,188,763,19,1120,150,13.4,970,86.6,3437.9,460.4,2977.5,0.0,18.4,110.5,331.5,577.1,2342.1,58.3
1982,16970,0,2,2,42,137,400,16,599,46,7.7,553,92.3,3529.8,271.1,3258.7,0.0,11.8,11.8,247.5,807.3,2357.1,94.3
1998,29765,0,14,14,174,291,608,56,1157,202,17.5,955,82.5,3887.1,678.6,3208.5,0.0,47.0,47.0,584.6,977.7,2042.7,188.1
2002,155503,5,31,50,305,527,1948,135,3001,391,13.0,2610,87.0,1929.9,251.4,1678.4,3.2,19.9,32.2,196.1,338.9,1252.7,86.8
1993,80410,3,35,49,271,581,1424,70,2433,358,14.7,2075,85.3,3025.7,445.2,2580.5,3.7,43.5,60.9,337.0,722.5,1770.9,87.1
1994,199021,6,34,123,418,1207,3678,403,5869,581,9.9,5288,90.1,2948.9,291.9,2657.0,3.0,17.1,61.8,210.0,606.5,1848.0,202.5
2000,247842,7,37,166,293,1271,5574,486,7834,503,6.4,7331,93.6,3160.9,203.0,2957.9,2.8,14.9,67.0,118.2,512.8,2249.0,196.1
1995,23895,5,13,12,55,228,441,15,769,85,11.1,684,88.9,3218.2,355.7,2862.5,20.9,54.4,50.2,230.2,954.2,1845.6,62.8
2020,52191,1,31,39,163,189,1085,28,1536,234,15.2,1302,84.8,2943.0,448.4,2494.7,1.9,59.4,74.7,312.3,362.1,2078.9,53.6
1997,24139,3,16,16,90,235,450,31,841,125,14.9,716,85.1,3484.0,517.8,2966.2,12.4,66.3,66.3,372.8,973.5,1864.2,128.4
2007,32693,0,13,23,87,263,618,66,1070,123,11.5,947,88.5,3272.9,376.2,2896.6,0.0,39.8,70.4,266.1,804.5,1890.3,201.9
1987,153629,6,40,104,280,1590,5147,823,7990,430,5.4,7560,94.6,5200.8,279.9,4920.9,3.9,26.0,67.7,182.3,1035.0,3350.3,535.7
1996,138238,1,30,63,268,654,2251,170,3437,362,10.5,3075,89.5,2486.3,261.9,2224.4,0.7,21.7,45.6,193.9,473.1,1628.4,123.0
1975,28900,3,5,41,252,314,734,20,1369,301,22.0,1068,78.0,4737.0,1041.5,3695.5,10.4,17.3,141.9,872.0,1086.5,2539.8,69.2
1987,681068,32,207,1419,3995,8490,23534,3863,41540,5653,13.6,35887,86.4,6099.2,830.0,5269.2,4.7,30.4,208.3,586.6,1246.6,3455.5,567.2
1993,31533,1,9,26,146,252,678,30,1142,182,15.9,960,84.1,3621.6,577.2,3044.4,3.2,28.5,82.5,463.0,799.2,2150.1,95.1
2017,914736,81,130,1252,1486,2715,13740,3154,22558,2949,13.1,19609,86.9,2466.1,322.4,2143.7,8.9,14.2,136.9,162.5,296.8,1502.1,344.8
2017,322066,5,70,202,498,810,4342,357,6284,775,12.3,5509,87.7,1951.2,240.6,1710.5,1.6,21.7,62.7,154.6,251.5,1348.2,110.8
2002,87228,5,42,187,558,956,2454,198,4400,792,18.0,3608,82.0,5044.3,908.0,4136.3,5.7,48.1,214.4,639.7,1096.0,2813.3,227.0
2019,28898,0,18,0,61,65,283,5,432,79,18.3,353,81.7,1494.9,273.4,1221.5,0.0,62.3,0.0,211.1,224.9,979.3,17.3
1996,32432,4,8,35,85,200,829,58,1219,132,10.8,1087,89.2,3758.6,407.0,3351.6,12.3,24.7,107.9,262.1,616.7,2556.1,178.8
2003,211070,5,42,118,675,765,2969,240,4814,840,17.4,3974,82.6,2280.8,398.0,1882.8,2.4,19.9,55.9,319.8,362.4,1406.6,113.7
2012,48821,1,2,8,82,169,623,29,914,93,10.2,821,89.8,1872.1,190.5,1681.7,2.0,4.1,16.4,168.0,346.2,1276.1,59.4
1995,808499,21,222,1088,1190,4817,24307,3388,35033,2521,7.2,32512,92.8,4333.1,311.8,4021.3,2.6,27.5,134.6,147.2,595.8,3006.4,419.0
1984,671586,28,176,1087,4900,8727,20884,2775,38577,6191,16.0,32386,84.0,5744.2,921.8,4822.3,4.2,26.2,161.9,729.6,1299.5,3109.7,413.2
1983,668705,34,150,1272,4627,8923,20994,2774,38774,6083,15.7,32691,84.3,5798.4,909.7,4888.7,5.1,22.4,190.2,691.9,1334.4,3139.5,414.8
2009,26409,1,7,25,68,268,420,12,801,101,12.6,700,87.4,3033.1,382.4,2650.6,3.8,26.5,94.7,257.5,1014.8,1590.4,45.4
1998,81418,5,28,48,382,763,1657,126,3009,463,15.4,2546,84.6,3695.7,568.7,3127.1,6.1,34.4,59.0,469.2,937.1,2035.2,154.8
1985,64123,1,10,24,312,452,1029,51,1879,347,18.5,1532,81.5,2930.3,541.1,2389.2,1.6,15.6,37.4,486.6,704.9,1604.7,79.5
1998,79956,4,40,116,368,1041,2442,253,4264,528,12.4,3736,87.6,5332.9,660.4,4672.6,5.0,50.0,145.1,460.3,1302.0,3054.2,316.4
1990,17842,1,7,3,42,126,328,31,538,53,9.9,485,90.1,3015.4,297.1,2718.3,5.6,39.2,16.8,235.4,706.2,1838.4,173.7
2009,826893,96,221,3324,2980,8219,22660,7266,44766,6621,14.8,38145,85.2,5413.8,800.7,4613.1,11.6,26.7,402.0,360.4,994.0,2740.4,878.7
2001,87228,0,20,45,384,571,1771,186,2977,449,15.1,2528,84.9,3412.9,514.7,2898.2,0.0,22.9,51.6,440.2,654.6,2030.3,213.2
1978,103748,4,17,70,237,909,2073,138,3448,328,9.5,3120,90.5,3323.4,316.2,3007.3,3.9,16.4,67.5,228.4,876.2,1998.1,133.0
1978,55194,1,13,24,141,637,1046,144,2006,179,8.9,1827,91.1,3634.5,324.3,3310.1,1.8,23.6,43.5,255.5,1154.1,1895.1,260.9
1977,27500,3,8,5,52,279,418,23,788,68,8.6,720,91.4,2865.5,247.3,2618.2,10.9,29.1,18.2,189.1,1014.5,1520.0,83.6
2006,637556,276,139,4260,6196,7664,18846,6276,43657,10871,24.9,32786,75.1,6847.6,1705.1,5142.5,43.3,21.8,668.2,971.8,1202.1,2956.0,984.4
1978,60743,4,15,34,136,939,1759,139,3026,189,6.2,2837,93.8,4981.6,311.1,4670.5,6.6,24.7,56.0,223.9,1545.9,2895.8,228.8
1985,137032,5,43,127,345,1502,4752,453,7227,520,7.2,6707,92.8,5274.0,379.5,4894.5,3.6,31.4,92.7,251.8,1096.1,3467.8,330.6
1980,651337,26,190,1223,4456,11793,25663,3287,46638,5895,12.6,40743,87.4,7160.3,905.1,6255.3,4.0,29.2,187.8,684.1,1810.6,3940.0,504.7
1990,729268,112,493,4033,3879,9989,24037,10199,52742,8517,16.1,44225,83.9,7232.2,1167.9,6064.3,15.4,67.6,553.0,531.9,1369.7,3296.0,1398.5
1998,42454,1,20,64,256,413,1989,112,2855,341,11.9,2514,88.1,6724.9,803.2,5921.7,2.4,47.1,150.8,603.0,972.8,4685.1,263.8
1988,47621,1,8,7,149,279,612,59,1115,165,14.8,950,85.2,2341.4,346.5,1994.9,2.1,16.8,14.7,312.9,585.9,1285.1,123.9
1986,139251,3,36,117,340,1736,5178,676,8086,496,6.1,7590,93.9,5806.8,356.2,5450.6,2.2,25.9,84.0,244.2,1246.7,3718.5,485.5
1983,19547,1,7,17,42,159,246,20,492,67,13.6,425,86.4,2517.0,342.8,2174.2,5.1,35.8,87.0,214.9,813.4,1258.5,102.3
1978,89083,2,13,35,136,515,1180,87,1968,186,9.5,1782,90.5,2209.2,208.8,2000.4,2.2,14.6,39.3,152.7,578.1,1324.6,97.7
1992,126632,1,33,61,121,744,2406,182,3548,216,6.1,3332,93.9,2801.8,170.6,2631.2,0.8,26.1,48.2,95.6,587.5,1900.0,143.7
1997,128820,6,31,119,366,709,2048,319,3598,522,14.5,3076,85.5,2793.0,405.2,2387.8,4.7,24.1,92.4,284.1,550.4,1589.8,247.6
2007,142320,4,33,198,611,756,3049,438,5089,846,16.6,4243,83.4,3575.7,594.4,2981.3,2.8,23.2,139.1,429.3,531.2,2142.4,307.8
2005,641097,269,162,3935,6943,7388,20132,6232,45061,11309,25.1,33752,74.9,7028.7,1764.0,5264.7,42.0,25.3,613.8,1083.0,1152.4,3140.2,972.1
2020,826987,33,348,878,2566,3258,11608,1354,20045,3825,19.1,16220,80.9,2423.9,462.5,1961.3,4.0,42.1,106.2,310.3,394.0,1403.6,163.7
1993,57726,4,14,17,178,286,774,52,1325,213,16.1,1112,83.9,2295.3,369.0,1926.3,6.9,24.3,29.4,308.4,495.4,1340.8,90.1
1999,29715,5,7,30,157,271,645,53,1168,199,17.0,969,83.0,3930.7,669.7,3261.0,16.8,23.6,101.0,528.4,912.0,2170.6,178.4
1982,19372,4,2,6,47,189,307,25,580,59,10.2,521,89.8,2994.0,304.6,2689.4,20.6,10.3,31.0,242.6,975.6,1584.8,129.1
1991,27475,3,7,12,54,184,411,37,708,76,10.7,632,89.3,2576.9,276.6,2300.3,10.9,25.5,43.7,196.5,669.7,1495.9,134.7
1976,29929,4,3,27,215,301,757,25,1332,249,18.7,1083,81.3,4450.5,832.0,3618.6,13.4,10.0,90.2,718.4,1005.7,2529.3,83.5
1981,25914,0,5,19,97,269,679,44,1113,121,10.9,992,89.1,4295.0,466.9,3828.0,0.0,19.3,73.3,374.3,1038.0,2620.2,169.8
2014,110842,0,22,58,183,513,1625,73,2474,263,10.6,2211,89.4,2232.0,237.3,1994.7,0.0,19.8,52.3,165.1,462.8,1466.1,65.9
2012,100148,5,30,148,371,764,2490,108,3916,554,14.1,3362,85.9,3910.2,553.2,3357.0,5.0,30.0,147.8,370.5,762.9,2486.3,107.8
2018,112779,1,36,57,155,446,1391,76,2162,249,11.5,1913,88.5,1917.0,220.8,1696.2,0.9,31.9,50.5,137.4,395.5,1233.4,67.4
1981,376172,23,85,488,820,5105,12638,1276,20435,1416,6.9,19019,93.1,5432.4,376.4,5055.9,6.1,22.6,129.7,218.0,1357.1,3359.6,339.2
2012,625474,216,317,3635,4657,7796,17849,3987,38457,8825,22.9,29632,77.1,6148.5,1410.9,4737.5,34.5,50.7,581.2,744.6,1246.4,2853.7,637.4
2014,309341,5,40,201,368,869,4629,231,6343,614,9.7,5729,90.3,2050.5,198.5,1852.0,1.6,12.9,65.0,119.0,280.9,1496.4,74.7
2009,143833,7,35,185,474,598,2862,272,4433,701,15.8,3732,84.2,3082.0,487.4,2594.7,4.9,24.3,128.6,329.5,415.8,1989.8,189.1
1989,28437,3,14,36,155,235,694,65,1202,208,17.3,994,82.7,4226.9,731.4,3495.4,10.5,49.2,126.6,545.1,826.4,2440.5,228.6
